run_accession;study_accession;study_title;experiment_accession;experiment_title;experiment_desc;organism_taxid;organism_name;library_name;library_strategy;library_source;library_selection;library_layout;sample_accession;sample_title;biosample;bioproject;instrument;instrument_model;instrument_model_desc;total_spots;total_size;run_total_spots;run_total_bases;run_alias;public_filename;public_size;public_date;public_md5;public_version;public_semantic_name;public_supertype;public_sratoolkit;aws_url;aws_free_egress;aws_access_type;public_url;ncbi_url;ncbi_free_egress;ncbi_access_type;gcp_url;gcp_free_egress;gcp_access_type;experiment_alias;ena first public;insdc center name;insdc status;submitter id;collection date;common name;Continent location;geographic location (country and/or sea);sample name;scientific_name;ena_fastq_http;ena_fastq_http_1;ena_fastq_http_2;ena_fastq_ftp;ena_fastq_ftp_1;ena_fastq_ftp_2;ecotype;dev_stage;sex;tissue;biomaterial_provider;death_date;biosamplemodel;strain;isolate;breed;cultivar;age;geo_loc_name
ERR16661445;ERP161503;Scandinavian brown bear whole genomes;ERX16051913;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818200;;SAMEA121272835;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;23477627;1529305706;23477627;4742480654;ena-RUN-TAB-09-02-2026-07:55:32:801-10689;ERR16661445.lite;1230644980;14/02/2026 00:32;7fb2025c6ae0e7a4ea384bdbab8eb459;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-6/ERR16661445/ERR16661445.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661445/ERR16661445.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661445/ERR16661445.lite.1;worldwide;anonymous;gs://sra-pub-zq-108/ERR16661445/ERR16661445.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0032;1842;brown bear;Europe;Sweden;GX0032;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/045/ERR16661445/ERR16661445_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/045/ERR16661445/ERR16661445_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/045/ERR16661445/ERR16661445_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/045/ERR16661445/ERR16661445_2.fastq.gz;;;;;;;;;;;;;
ERR16661446;ERP161503;Scandinavian brown bear whole genomes;ERX16051914;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818200;;SAMEA121272835;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;23700638;1537459198;23700638;4787528876;ena-RUN-TAB-09-02-2026-07:55:32:802-10691;ERR16661446.lite;1242363800;15/02/2026 10:41;0d7628417db2c339501e24bd116af936;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661446/ERR16661446.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661446/ERR16661446.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661446/ERR16661446.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661446/ERR16661446.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0032;1842;brown bear;Europe;Sweden;GX0032;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/046/ERR16661446/ERR16661446_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/046/ERR16661446/ERR16661446_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/046/ERR16661446/ERR16661446_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/046/ERR16661446/ERR16661446_2.fastq.gz;;;;;;;;;;;;;
ERR16661447;ERP161503;Scandinavian brown bear whole genomes;ERX16051915;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818200;;SAMEA121272835;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;19668814;1271002588;19668814;3973100428;ena-RUN-TAB-09-02-2026-07:55:32:802-10693;ERR16661447.lite;1031784558;11/02/2026 20:35;2a7f8433c3bdace9d40b9f96a949ad62;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-8/ERR16661447/ERR16661447.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661447/ERR16661447.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661447/ERR16661447.lite.1;worldwide;anonymous;gs://sra-pub-zq-107/ERR16661447/ERR16661447.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0032;1842;brown bear;Europe;Sweden;GX0032;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/047/ERR16661447/ERR16661447_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/047/ERR16661447/ERR16661447_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/047/ERR16661447/ERR16661447_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/047/ERR16661447/ERR16661447_2.fastq.gz;;;;;;;;;;;;;
ERR16661448;ERP161503;Scandinavian brown bear whole genomes;ERX16051916;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818200;;SAMEA121272835;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;19871196;1277164991;19871196;4013981592;ena-RUN-TAB-09-02-2026-07:55:32:802-10695;ERR16661448.lite;1042323226;15/02/2026 10:41;bc5cb7ef9a23ce5672c78f2f877f8258;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661448/ERR16661448.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661448/ERR16661448.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661448/ERR16661448.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661448/ERR16661448.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0032;1842;brown bear;Europe;Sweden;GX0032;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/048/ERR16661448/ERR16661448_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/048/ERR16661448/ERR16661448_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/048/ERR16661448/ERR16661448_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/048/ERR16661448/ERR16661448_2.fastq.gz;;;;;;;;;;;;;
ERR16661449;ERP161503;Scandinavian brown bear whole genomes;ERX16051917;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818200;;SAMEA121272835;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;19689164;1268773131;19689164;3977211128;ena-RUN-TAB-09-02-2026-07:55:32:803-10697;ERR16661449.lite;1032757662;15/02/2026 10:42;97d3e0b60d90fe804089a1099acbff0c;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661449/ERR16661449.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661449/ERR16661449.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661449/ERR16661449.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661449/ERR16661449.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0032;1842;brown bear;Europe;Sweden;GX0032;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/049/ERR16661449/ERR16661449_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/049/ERR16661449/ERR16661449_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/049/ERR16661449/ERR16661449_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/049/ERR16661449/ERR16661449_2.fastq.gz;;;;;;;;;;;;;
ERR16661450;ERP161503;Scandinavian brown bear whole genomes;ERX16051918;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818200;;SAMEA121272835;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;20005728;1284079824;20005728;4041157056;ena-RUN-TAB-09-02-2026-07:55:32:803-10699;ERR16661450.lite;1049342443;15/02/2026 03:19;3cca224acd64ef6aab7d83ab4edb92a4;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-5/ERR16661450/ERR16661450.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661450/ERR16661450.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661450/ERR16661450.lite.1;worldwide;anonymous;gs://sra-pub-zq-101/ERR16661450/ERR16661450.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0032;1842;brown bear;Europe;Sweden;GX0032;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/050/ERR16661450/ERR16661450_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/050/ERR16661450/ERR16661450_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/050/ERR16661450/ERR16661450_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/050/ERR16661450/ERR16661450_2.fastq.gz;;;;;;;;;;;;;
ERR16661451;ERP161503;Scandinavian brown bear whole genomes;ERX16051919;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818200;;SAMEA121272835;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;18067638;1174684442;18067638;3649662876;ena-RUN-TAB-09-02-2026-07:55:32:804-10701;ERR16661451.lite;948251698;15/02/2026 10:42;3796f2f17dee96dec45316d3de21005f;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661451/ERR16661451.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661451/ERR16661451.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661451/ERR16661451.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661451/ERR16661451.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0032;1842;brown bear;Europe;Sweden;GX0032;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/051/ERR16661451/ERR16661451_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/051/ERR16661451/ERR16661451_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/051/ERR16661451/ERR16661451_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/051/ERR16661451/ERR16661451_2.fastq.gz;;;;;;;;;;;;;
ERR16661452;ERP161503;Scandinavian brown bear whole genomes;ERX16051920;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818200;;SAMEA121272835;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;18206982;1177315232;18206982;3677810364;ena-RUN-TAB-09-02-2026-07:55:32:804-10703;ERR16661452.lite;955536760;14/02/2026 08:45;99d038de253040ebe94e21231be2431e;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-8/ERR16661452/ERR16661452.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661452/ERR16661452.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661452/ERR16661452.lite.1;worldwide;anonymous;gs://sra-pub-zq-102/ERR16661452/ERR16661452.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0032;1842;brown bear;Europe;Sweden;GX0032;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/052/ERR16661452/ERR16661452_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/052/ERR16661452/ERR16661452_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/052/ERR16661452/ERR16661452_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/052/ERR16661452/ERR16661452_2.fastq.gz;;;;;;;;;;;;;
ERR16661453;ERP161503;Scandinavian brown bear whole genomes;ERX16051921;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818200;;SAMEA121272835;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;18012653;1167853881;18012653;3638555906;ena-RUN-TAB-09-02-2026-07:55:32:804-10705;ERR16661453.lite;945396368;15/02/2026 10:42;fc26e8f0003cc29832806413e4bf8244;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661453/ERR16661453.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661453/ERR16661453.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661453/ERR16661453.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661453/ERR16661453.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0032;1842;brown bear;Europe;Sweden;GX0032;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/053/ERR16661453/ERR16661453_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/053/ERR16661453/ERR16661453_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/053/ERR16661453/ERR16661453_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/053/ERR16661453/ERR16661453_2.fastq.gz;;;;;;;;;;;;;
ERR16661454;ERP161503;Scandinavian brown bear whole genomes;ERX16051922;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818200;;SAMEA121272835;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;18222346;1176872143;18222346;3680913892;ena-RUN-TAB-09-02-2026-07:55:32:805-10707;ERR16661454.lite;956425092;15/02/2026 10:42;5759be41ef8ea67be4788bfd6d2dd99c;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661454/ERR16661454.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661454/ERR16661454.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661454/ERR16661454.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661454/ERR16661454.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0032;1842;brown bear;Europe;Sweden;GX0032;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/054/ERR16661454/ERR16661454_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/054/ERR16661454/ERR16661454_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/054/ERR16661454/ERR16661454_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/054/ERR16661454/ERR16661454_2.fastq.gz;;;;;;;;;;;;;
ERR16661455;ERP161503;Scandinavian brown bear whole genomes;ERX16051923;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818201;;SAMEA121272836;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;83378520;8894026881;83378520;25180313040;ena-RUN-TAB-09-02-2026-07:55:32:805-10709;ERR16661455.lite;6433129317;15/02/2026 10:42;394afea1dec336f2976da3d1a20c18d1;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661455/ERR16661455.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661455/ERR16661455.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661455/ERR16661455.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661455/ERR16661455.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0044;1922;brown bear;Europe;Sweden;GX0044;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/055/ERR16661455/ERR16661455_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/055/ERR16661455/ERR16661455_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/055/ERR16661455/ERR16661455_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/055/ERR16661455/ERR16661455_2.fastq.gz;;;;;;;;;;;;;
ERR16661456;ERP161503;Scandinavian brown bear whole genomes;ERX16051924;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818201;;SAMEA121272836;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;31422656;2045513511;31422656;6347376512;ena-RUN-TAB-09-02-2026-07:55:32:805-10711;ERR16661456.lite;1643582704;15/02/2026 10:42;7fe4d64e55b1fc068b89f57cfb2948dc;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661456/ERR16661456.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661456/ERR16661456.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661456/ERR16661456.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661456/ERR16661456.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0044;1922;brown bear;Europe;Sweden;GX0044;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/056/ERR16661456/ERR16661456_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/056/ERR16661456/ERR16661456_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/056/ERR16661456/ERR16661456_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/056/ERR16661456/ERR16661456_2.fastq.gz;;;;;;;;;;;;;
ERR16661457;ERP161503;Scandinavian brown bear whole genomes;ERX16051925;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818201;;SAMEA121272836;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;31519555;2042031355;31519555;6366950110;ena-RUN-TAB-09-02-2026-07:55:32:806-10713;P28459_1070_S70_L002_R1_001.fastq.gz;1507050601;15/02/2026 09:46;75dddef97d5b13eb2386e0368e7c0717;1;fastq;Original;0;s3://sra-pub-src-14/ERR16661457/P28459_1070_S70_L002_R1_001.fastq.gz.1;-;Use Cloud Data Delivery;https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR16661457/ERR16661457;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661457/ERR16661457.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661457/ERR16661457.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0044;1922;brown bear;Europe;Sweden;GX0044;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/057/ERR16661457/ERR16661457_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/057/ERR16661457/ERR16661457_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/057/ERR16661457/ERR16661457_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/057/ERR16661457/ERR16661457_2.fastq.gz;;;;;;;;;;;;;
ERR16661458;ERP161503;Scandinavian brown bear whole genomes;ERX16051926;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818201;;SAMEA121272836;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;31272000;2031994347;31272000;6316944000;ena-RUN-TAB-09-02-2026-07:55:32:806-10715;ERR16661458.lite;1635797983;15/02/2026 10:41;c07e10e511e945cb000938e0d60eba3e;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661458/ERR16661458.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661458/ERR16661458.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661458/ERR16661458.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661458/ERR16661458.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0044;1922;brown bear;Europe;Sweden;GX0044;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/058/ERR16661458/ERR16661458_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/058/ERR16661458/ERR16661458_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/058/ERR16661458/ERR16661458_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/058/ERR16661458/ERR16661458_2.fastq.gz;;;;;;;;;;;;;
ERR16661459;ERP161503;Scandinavian brown bear whole genomes;ERX16051927;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818201;;SAMEA121272836;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;31323844;2025706886;31323844;6327416488;ena-RUN-TAB-09-02-2026-07:55:32:806-10717;ERR16661459.lite;1638664262;14/02/2026 02:34;e112713af6280e0e28c70553efc28510;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-6/ERR16661459/ERR16661459.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661459/ERR16661459.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661459/ERR16661459.lite.1;worldwide;anonymous;gs://sra-pub-zq-102/ERR16661459/ERR16661459.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0044;1922;brown bear;Europe;Sweden;GX0044;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/059/ERR16661459/ERR16661459_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/059/ERR16661459/ERR16661459_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/059/ERR16661459/ERR16661459_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/059/ERR16661459/ERR16661459_2.fastq.gz;;;;;;;;;;;;;
ERR16661460;ERP161503;Scandinavian brown bear whole genomes;ERX16051928;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818201;;SAMEA121272836;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;25600709;1657520896;25600709;5171343218;ena-RUN-TAB-09-02-2026-07:55:32:807-10719;ERR16661460.lite;1341463176;15/02/2026 10:42;d7eb6d59c5d72e706a16e4521974523d;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661460/ERR16661460.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661460/ERR16661460.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661460/ERR16661460.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661460/ERR16661460.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0044;1922;brown bear;Europe;Sweden;GX0044;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/060/ERR16661460/ERR16661460_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/060/ERR16661460/ERR16661460_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/060/ERR16661460/ERR16661460_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/060/ERR16661460/ERR16661460_2.fastq.gz;;;;;;;;;;;;;
